5 51
1 160
1 0
2 7
3 30
4 16
5 9
6 21
7 15
8 19
9 23
10 11
11 5
12 19
13 29
14 23
15 21
16 10
17 15
18 3
19 41
20 9
21 28
22 8
23 8
24 16
25 10
26 28
27 7
28 15
29 14
30 6
31 19
32 11
33 12
34 23
35 26
36 17
37 6
38 9
39 15
40 14
41 7
42 27
43 13
44 11
45 16
46 10
47 5
48 25
49 17
50 18
51 10
34 15 47.0
34 16 12.0
34 17 32.0
34 18 23.0
34 19 37.0
34 20 33.0
34 21 49.0
34 22 36.0
34 23 47.0
34 24 56.0
34 25 57.0
34 26 48.0
34 27 61.0
34 28 41.0
34 29 57.0
34 30 40.0
34 31 21.0
34 32 60.0
34 33 37.0
34 34 0.0
34 35 27.0
34 36 55.0
34 37 61.0
34 38 18.0
34 39 25.0
34 40 14.0
34 41 41.0
34 42 37.0
34 43 25.0
34 44 68.0
34 45 17.0
34 46 7.0
34 47 32.0
34 48 30.0
34 49 50.0
34 50 18.0
34 51 29.0
35 1 32.0
35 2 31.0
35 3 20.0
35 4 32.0
35 5 42.0
35 6 21.0
35 7 42.0
35 8 53.0
35 9 42.0
35 10 9.0
35 11 16.0
35 12 21.0
35 13 30.0
35 14 57.0
35 15 50.0
35 16 30.0
35 17 12.0
35 18 35.0
35 19 44.0
35 20 52.0
35 21 25.0
35 22 9.0
35 23 31.0
35 24 51.0
35 25 56.0
35 26 54.0
35 27 49.0
35 28 34.0
35 29 38.0
35 30 15.0
35 31 7.0
35 32 43.0
35 33 26.0
35 34 27.0
35 35 0.0
35 36 30.0
35 37 36.0
35 38 31.0
35 39 16.0
35 40 18.0
35 41 62.0
35 42 53.0
35 43 46.0
35 44 64.0
35 45 36.0
35 46 32.0
35 47 30.0
35 48 36.0
35 49 42.0
35 50 14.0
35 51 6.0
36 1 39.0
36 2 27.0
36 3 19.0
36 4 10.0
36 5 56.0
36 6 40.0
36 7 44.0
36 8 45.0
36 9 31.0
36 10 32.0
36 11 43.0
36 12 30.0
36 13 44.0
36 14 69.0
36 15 54.0
36 16 54.0
36 17 24.0
36 18 53.0
36 19 54.0
36 20 70.0
36 21 7.0
36 22 21.0
36 23 21.0
36 24 46.0
36 25 55.0
36 26 60.0
36 27 35.0
36 28 35.0
36 29 19.0
36 30 16.0
36 31 36.0
36 32 26.0
36 33 29.0
36 34 55.0
36 35 30.0
36 36 0.0
36 37 6.0
36 38 51.0
36 39 33.0
36 40 48.0
36 41 81.0
36 42 69.0
36 43 67.0
36 44 57.0
36 45 58.0
36 46 58.0
36 47 38.0
36 48 48.0
36 49 38.0
36 50 38.0
36 51 27.0
37 1 44.0
37 2 31.0
37 3 24.0
37 4 12.0
37 5 61.0
37 6 45.0
37 7 47.0
37 8 46.0
37 9 33.0
37 10 38.0
37 11 49.0
37 12 35.0
37 13 49.0
37 14 73.0
37 15 58.0
37 16 59.0
37 17 30.0
37 18 58.0
37 19 58.0
37 20 75.0
37 21 13.0
37 22 27.0
37 23 24.0
37 24 49.0
37 25 58.0
37 26 64.0
37 27 36.0
37 28 39.0
37 29 20.0
37 30 22.0
37 31 42.0
37 32 26.0
37 33 34.0
37 34 61.0
37 35 36.0
37 36 6.0
37 37 0.0
37 38 56.0
37 39 38.0
37 40 54.0
37 41 86.0
37 42 74.0
37 43 72.0
37 44 58.0
37 45 63.0
37 46 64.0
37 47 43.0
37 48 53.0
37 49 40.0
37 50 44.0
37 51 33.0
38 1 18.0
38 2 30.0
38 3 32.0
38 4 47.0
38 5 13.0
38 6 11.0
38 7 27.0
38 8 44.0
38 9 40.0
38 10 23.0
38 11 19.0
38 12 21.0
38 13 10.0
38 14 27.0
38 15 28.0
38 16 7.0
38 17 28.0
38 18 5.0
38 19 19.0
38 20 21.0
38 21 44.0
38 22 36.0
38 23 36.0
38 24 38.0
38 25 38.0
38 26 30.0
38 27 46.0
38 28 26.0
38 29 46.0
38 30 37.0
38 31 26.0
38 32 47.0
38 33 25.0
38 34 18.0
38 35 31.0
38 36 51.0
38 37 56.0
38 38 0.0
38 39 18.0
38 40 28.0
38 41 31.0
38 42 23.0
38 43 16.0
38 44 50.0
38 45 7.0
38 46 14.0
38 47 17.0
38 48 12.0
38 49 34.0
38 50 17.0
38 51 28.0
39 1 16.0
39 2 19.0
39 3 15.0
39 4 30.0
39 5 27.0
39 6 7.0
39 7 27.0
39 8 40.0
39 9 30.0
39 10 7.0
39 11 15.0
39 12 7.0
39 13 14.0
39 14 41.0
39 15 34.0
39 16 21.0
39 17 9.0
39 18 22.0
39 19 28.0
39 20 39.0
39 21 26.0
39 22 18.0
39 23 22.0
39 24 36.0
39 25 41.0
39 26 38.0
39 27 38.0
39 28 20.0
39 29 32.0
39 30 18.0
39 31 15.0
39 32 35.0
39 33 13.0
39 34 25.0
39 35 16.0
39 36 33.0
39 37 38.0
39 38 18.0
39 39 0.0
39 40 24.0
39 41 49.0
39 42 39.0
39 43 35.0
39 44 49.0
39 45 25.0
39 46 26.0
39 47 14.0
39 48 20.0
39 49 28.0
39 50 8.0
39 51 11.0
40 1 38.0
40 2 43.0
40 3 35.0
40 4 49.0
40 5 41.0
40 6 24.0
40 7 50.0
40 8 64.0
40 9 55.0
40 10 19.0
40 11 10.0
40 12 31.0
40 13 33.0
40 14 55.0
40 15 54.0
40 16 23.0
40 17 27.0
40 18 33.0
40 19 46.0
40 20 46.0
40 21 43.0
40 22 27.0
40 23 45.0
40 24 60.0
40 25 63.0
40 26 57.0
40 27 62.0
40 28 44.0
40 29 54.0
40 30 33.0
40 31 12.0
40 32 58.0
40 33 37.0
40 34 14.0
40 35 18.0
40 36 48.0
40 37 54.0
40 38 28.0
40 39 24.0
40 40 0.0
40 41 55.0
40 42 49.0
40 43 38.0
40 44 73.0
40 45 29.0
40 46 21.0
40 47 36.0
40 48 38.0
40 49 52.0
40 50 17.0
40 51 22.0
41 1 42.0
41 2 56.0
41 3 62.0
41 4 75.0
41 5 25.0
41 6 42.0
41 7 44.0
41 8 58.0
41 9 62.0
41 10 54.0
41 11 48.0
41 12 51.0
41 13 37.0
41 14 19.0
41 15 37.0
41 16 33.0
41 17 59.0
41 18 28.0
41 19 30.0
41 20 11.0
41 21 74.0
41 22 67.0
41 23 63.0
41 24 52.0
41 25 46.0
41 26 32.0
41 27 66.0
41 28 49.0
41 29 72.0
41 30 68.0
41 31 57.0
41 32 71.0
41 33 52.0
41 34 41.0
41 35 62.0
41 36 81.0
41 37 86.0
41 38 31.0
41 39 49.0
41 40 55.0
41 41 0.0
41 42 12.0
41 43 16.0
41 44 58.0
41 45 27.0
41 46 34.0
41 47 43.0
41 48 33.0
41 49 53.0
41 50 48.0
41 51 60.0
42 1 30.0
42 2 44.0
42 3 50.0
42 4 63.0
42 5 13.0
42 6 33.0
42 7 32.0
42 8 47.0
42 9 50.0
42 10 45.0
42 11 41.0
42 12 40.0
42 13 26.0
42 14 9.0
42 15 25.0
42 16 26.0
42 17 48.0
42 18 18.0
42 19 17.0
42 20 5.0
42 21 62.0
42 22 58.0
42 23 51.0
42 24 40.0
42 25 35.0
42 26 21.0
42 27 54.0
42 28 37.0
42 29 60.0
42 30 57.0
42 31 49.0
42 32 59.0
42 33 40.0
42 34 37.0
42 35 53.0
42 36 69.0
42 37 74.0
42 38 23.0
42 39 39.0
42 40 49.0
42 41 12.0
42 42 0.0
42 43 13.0
42 44 47.0
42 45 20.0
42 46 30.0
42 47 31.0
42 48 21.0
42 49 41.0
42 50 40.0
42 51 50.0
43 1 31.0
43 2 45.0
43 3 48.0
43 4 62.0
43 5 16.0
43 6 28.0
43 7 37.0
43 8 53.0
43 9 53.0
43 10 39.0
43 11 32.0
43 12 37.0
43 13 24.0
43 14 22.0
43 15 33.0
43 16 16.0
43 17 44.0
43 18 14.0
43 19 23.0
43 20 9.0
43 21 60.0
43 22 52.0
43 23 51.0
43 24 47.0
43 25 44.0
43 26 31.0
43 27 58.0
43 28 39.0
43 29 61.0
43 30 53.0
43 31 41.0
43 32 61.0
43 33 40.0
43 34 25.0
43 35 46.0
43 36 67.0
43 37 72.0
43 38 16.0
43 39 35.0
43 40 38.0
43 41 16.0
43 42 13.0
43 43 0.0
43 44 56.0
43 45 10.0
43 46 18.0
43 47 31.0
43 48 22.0
43 49 45.0
43 50 32.0
43 51 44.0
44 1 35.0
44 2 34.0
44 3 46.0
44 4 47.0
44 5 41.0
44 6 49.0
44 7 23.0
44 8 12.0
44 9 26.0
44 10 56.0
44 11 63.0
44 12 44.0
44 13 41.0
44 14 39.0
44 15 23.0
44 16 57.0
44 17 52.0
44 18 47.0
44 19 33.0
44 20 52.0
44 21 52.0
44 22 61.0
44 23 38.0
44 24 13.0
44 25 12.0
44 26 26.0
44 27 22.0
44 28 30.0
44 29 38.0
44 30 55.0
44 31 65.0
44 32 32.0
44 33 38.0
44 34 68.0
44 35 64.0
44 36 57.0
44 37 58.0
44 38 50.0
44 39 49.0
44 40 73.0
44 41 58.0
44 42 47.0
44 43 56.0
44 44 0.0
44 45 55.0
44 46 64.0
44 47 37.0
44 48 38.0
44 49 22.0
44 50 56.0
44 51 58.0
45 1 25.0
45 2 38.0
45 3 39.0
45 4 54.0
45 5 15.0
45 6 18.0
45 7 33.0
45 8 50.0
45 9 47.0
45 10 28.0
45 11 22.0
45 12 29.0
45 13 17.0
45 14 27.0
45 15 32.0
45 16 6.0
45 17 34.0
45 18 9.0
45 19 22.0
45 20 17.0
45 21 51.0
45 22 42.0
45 23 44.0
45 24 44.0
45 25 43.0
45 26 33.0
45 27 53.0
45 28 33.0
45 29 54.0
45 30 43.0
45 31 30.0
45 32 54.0
45 33 32.0
45 34 17.0
45 35 36.0
45 36 58.0
45 37 63.0
45 38 7.0
45 39 25.0
45 40 29.0
45 41 27.0
45 42 20.0
45 43 10.0
45 44 55.0
45 45 0.0
45 46 10.0
45 47 24.0
45 48 18.0
45 49 40.0
45 50 22.0
45 51 34.0
46 1 31.0
46 2 42.0
46 3 40.0
46 4 56.0
46 5 25.0
46 6 20.0
46 7 41.0
46 8 57.0
46 9 53.0
46 10 26.0
46 11 16.0
46 12 31.0
46 13 23.0
46 14 37.0
46 15 42.0
46 16 7.0
46 17 34.0
46 18 18.0
46 19 32.0
46 20 26.0
46 21 51.0
46 22 39.0
46 23 47.0
46 24 52.0
46 25 52.0
46 26 43.0
46 27 59.0
46 28 39.0
46 29 57.0
46 30 42.0
46 31 25.0
46 32 59.0
46 33 36.0
46 34 7.0
46 35 32.0
46 36 58.0
46 37 64.0
46 38 14.0
46 39 26.0
46 40 21.0
46 41 34.0
46 42 30.0
46 43 18.0
46 44 64.0
46 45 10.0
46 46 0.0
46 47 30.0
46 48 26.0
46 49 47.0
46 50 20.0
46 51 32.0
47 1 2.0
47 2 14.0
47 3 20.0
47 4 32.0
47 5 18.0
47 6 12.0
47 7 14.0
47 8 28.0
47 9 23.0
47 10 21.0
47 11 26.0
47 12 10.0
47 13 7.0
47 14 30.0
47 15 20.0
47 16 23.0
47 17 20.0
47 18 17.0
47 19 16.0
47 20 32.0
47 21 31.0
47 22 30.0
47 23 21.0
47 24 24.0
47 25 27.0
47 26 25.0
47 27 29.0
47 28 9.0
47 29 30.0
47 30 28.0
47 31 29.0
47 32 30.0
47 33 9.0
47 34 32.0
47 35 30.0
47 36 38.0
47 37 43.0
47 38 17.0
47 39 14.0
47 40 36.0
47 41 43.0
47 42 31.0
47 43 31.0
47 44 37.0
47 45 24.0
47 46 30.0
47 47 0.0
47 48 10.0
47 49 17.0
47 50 19.0
47 51 24.0
48 1 9.0
48 2 23.0
48 3 29.0
48 4 42.0
48 5 8.0
48 6 15.0
48 7 16.0
48 8 32.0
48 9 31.0
48 10 27.0
48 11 28.0
48 12 19.0
48 13 6.0
48 14 21.0
48 15 16.0
48 16 19.0
48 17 28.0
48 18 9.0
48 19 8.0
48 20 22.0
48 21 41.0
48 22 38.0
48 23 30.0
48 24 27.0
48 25 26.0
48 26 19.0
48 27 36.0
48 28 17.0
48 29 39.0
48 30 37.0
48 31 33.0
48 32 39.0
48 33 19.0
48 34 30.0
48 35 36.0
48 36 48.0
48 37 53.0
48 38 12.0
48 39 20.0
48 40 38.0
48 41 33.0
48 42 21.0
48 43 22.0
48 44 38.0
48 45 18.0
48 46 26.0
48 47 10.0
48 48 0.0
48 49 23.0
48 50 23.0
48 51 31.0
49 1 16.0
49 2 12.0
49 3 25.0
49 4 28.0
49 5 29.0
49 6 29.0
49 7 9.0
49 8 11.0
49 9 9.0
49 10 35.0
49 11 43.0
49 12 22.0
49 13 24.0
49 14 36.0
49 15 18.0
49 16 41.0
49 17 30.0
49 18 32.0
49 19 23.0
49 20 44.0
49 21 32.0
49 22 39.0
49 23 17.0
49 24 9.0
49 25 17.0
49 26 25.0
49 27 13.0
49 28 9.0
49 29 22.0
49 30 34.0
49 31 43.0
49 32 18.0
49 33 16.0
49 34 50.0
49 35 42.0
49 36 38.0
49 37 40.0
49 38 34.0
49 39 28.0
49 40 52.0
49 41 53.0
49 42 41.0
49 43 45.0
49 44 22.0
49 45 40.0
49 46 47.0
49 47 17.0
49 48 23.0
49 49 0.0
49 50 35.0
49 51 36.0
50 1 22.0
50 2 26.0
50 3 21.0
50 4 36.0
50 5 28.0
50 6 8.0
50 7 33.0
50 8 47.0
50 9 38.0
50 10 6.0
50 11 8.0
50 12 14.0
50 13 17.0
50 14 43.0
50 15 39.0
50 16 17.0
50 17 14.0
50 18 22.0
50 19 31.0
50 20 38.0
50 21 31.0
50 22 20.0
50 23 30.0
50 24 43.0
50 25 47.0
50 26 42.0
50 27 45.0
50 28 27.0
50 29 39.0
50 30 22.0
50 31 10.0
50 32 42.0
50 33 21.0
50 34 18.0
50 35 14.0
50 36 38.0
50 37 44.0
50 38 17.0
50 39 8.0
50 40 17.0
50 41 48.0
50 42 40.0
50 43 32.0
50 44 56.0
50 45 22.0
50 46 20.0
50 47 19.0
50 48 23.0
50 49 35.0
50 50 0.0
50 51 12.0
51 1 26.0
51 2 24.0
51 3 14.0
51 4 27.0
51 5 38.0
51 6 17.0
51 7 36.0
51 8 47.0
51 9 35.0
51 10 6.0
51 11 17.0
51 12 15.0
51 13 25.0
51 14 52.0
51 15 44.0
51 16 29.0
51 17 6.0
51 18 32.0
51 19 39.0
51 20 49.0
51 21 21.0
51 22 8.0
51 23 24.0
51 24 45.0
51 25 50.0
51 26 49.0
51 27 42.0
51 28 28.0
51 29 33.0
51 30 11.0
51 31 10.0
51 32 37.0
51 33 20.0
51 34 29.0
51 35 6.0
51 36 27.0
51 37 33.0
51 38 28.0
51 39 11.0
51 40 22.0
51 41 60.0
51 42 50.0
51 43 44.0
51 44 58.0
51 45 34.0
51 46 32.0
51 47 24.0
51 48 31.0
51 49 36.0
51 50 12.0
51 51 0.0
